pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
2kh2	B	b	60	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	61	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	62	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	63	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	64	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	65	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	66	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	67	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	68	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	69	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	70	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	71	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	72	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	73	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	74	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	75	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2kh2	B	b	76	A	protein	NA	interleukin-1 beta	Cytokine/IMMUNE SYSTEM	03/23/09	Solution structure of a scFv-IL-1B complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Wilkinson, I.C., Hall, C.J., Veverka, V., Muskett, F.W., Stephens, P.E., Taylor, R.J., Henry, A.J., Carr, M.D.	NOT	SOLUTION NMR	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
